"id_odsp";"id_event";"sort_order";"time";"text";"event_type";"event_type2";"side";"event_team";"opponent";"player";"player2";"player_in";"player_out";"shot_place";"shot_outcome";"is_goal";"location";"bodypart";"assist_method";"situation";"fast_break"
"Cz8ICVj6/";"Cz8ICVj675";75.0;83.0;"Attempt saved. Igor de Camargo (Borussia Monchengladbach) left footed shot from the left side of the box is saved in the centre of the goal. Assisted by Granit Xhaka.";1.0;"12";2.0;"Borussia Monchengladbach";"Borussia Dortmund";"igor de camargo";"granit xhaka";"NA";"NA";"5";"1";0.0;"9";"2";1.0;"1";0.0
"jge592cM/";"jge592cM110";110.0;85.0;"Substitution, Juventus. Paul Pogba replaces Paolo De Ceglie.";7.0;"NA";1.0;"Juventus";"AS Roma";"NA";"NA";"paul pogba";"paolo de ceglie";"NA";"NA";0.0;"NA";"NA";0.0;"NA";0.0
"821RA9LI/";"821RA9LI82";82.0;53.0;"Diego (Wolfsburg) wins a free kick in the defensive half.";8.0;"NA";1.0;"VfL Wolfsburg";"Mainz";"diego";"NA";"NA";"NA";"NA";"NA";0.0;"2";"NA";0.0;"NA";0.0
"IyDV2IEr/";"IyDV2IEr46";46.0;44.0;"Javi LA³pez (Espanyol) wins a free kick in the defensive half.";8.0;"NA";1.0;"Espanyol";"Atletico Madrid";"javi lopez";"NA";"NA";"NA";"NA";"NA";0.0;"2";"NA";0.0;"NA";0.0
"nVPIFkTf/";"nVPIFkTf95";95.0;90.0;"Hand ball by Kamel Ghilas (Reims).";10.0;"NA";2.0;"Stade de Reims";"St Etienne";"kamel ghilas";"NA";"NA";"NA";"NA";"NA";0.0;"NA";"NA";0.0;"NA";0.0
"zRWy4tLq/";"zRWy4tLq15";15.0;14.0;"Franco Brienza (Palermo) is shown the yellow card for a bad foul.";4.0;"NA";1.0;"Palermo";"Chievo Verona";"franco brienza";"NA";"NA";"NA";"NA";"NA";0.0;"NA";"NA";0.0;"NA";0.0
"zRWy4tLq/";"zRWy4tLq60";60.0;54.0;"Attempt missed. Fabrizio Miccoli (Palermo) right footed shot from long range on the right misses to the left from a direct free kick.";1.0;"NA";1.0;"Palermo";"Chievo Verona";"fabrizio miccoli";"NA";"NA";"NA";"8";"2";0.0;"16";"1";0.0;"4";0.0
"MTuPPxnh/";"MTuPPxnh44";44.0;45.0;"Zlatko Junuzovic (SV Werder Bremen) wins a free kick in the attacking half.";8.0;"NA";2.0;"Werder Bremen";"FC Augsburg";"zlatko junuzovic";"NA";"NA";"NA";"NA";"NA";0.0;"1";"NA";0.0;"NA";0.0
"rVYFWs4n/";"rVYFWs4n24";24.0;30.0;"Diego (Reims) wins a free kick in the defensive half.";8.0;"NA";1.0;"Stade de Reims";"Nice";"diego";"NA";"NA";"NA";"NA";"NA";0.0;"2";"NA";0.0;"NA";0.0
"Sv6qNLRL/";"Sv6qNLRL81";81.0;72.0;"Foul by Andreas Granqvist (Genoa).";3.0;"NA";1.0;"Genoa";"Palermo";"andreas granqvist";"NA";"NA";"NA";"NA";"NA";0.0;"NA";"NA";0.0;"NA";0.0
"69JuRwYN/";"69JuRwYN109";109.0;81.0;"Attempt missed. Olivier Sorlin (Evian Thonon Gaillard) right footed shot from outside the box misses to the left. Assisted by Daniel Wass following a set piece situation.";1.0;"12";1.0;"Evian Thonon Gaillard";"Toulouse";"olivier sorlin";"daniel wass";"NA";"NA";"8";"2";0.0;"15";"1";1.0;"2";0.0
"j9XuMfoH/";"j9XuMfoH15";15.0;10.0;"Sebastian Freis (SC Freiburg) wins a free kick in the defensive half.";8.0;"NA";2.0;"SC Freiburg";"VfL Wolfsburg";"sebastian freis";"NA";"NA";"NA";"NA";"NA";0.0;"2";"NA";0.0;"NA";0.0
"rqUXNGG4/";"rqUXNGG452";52.0;55.0;"Goal!  Borussia Dortmund 1, Schalke 2. Robert Lewandowski (Borussia Dortmund) header from the centre of the box to the centre of the goal. Assisted by Marco Reus following a set piece situation.";1.0;"12";1.0;"Borussia Dortmund";"Schalke 04";"robert lewandowski";"marco reus";"NA";"NA";"5";"1";1.0;"3";"3";1.0;"2";0.0
"vqTNToJb/";"vqTNToJb84";84.0;77.0;"Goal!  Deportivo de La CoruA±a 3, Barcelona 5. Lionel Messi (Barcelona) left footed shot from the left side of the box to the bottom right corner. Assisted by Xavi.";1.0;"12";2.0;"Barcelona";"Deportivo La Coruna";"lionel messi";"xavi";"NA";"NA";"4";"1";1.0;"9";"2";1.0;"1";0.0
"CYxjvx1o/";"CYxjvx1o55";55.0;49.0;"Foul by Tolgay Arslan (Hamburg).";3.0;"NA";1.0;"Hamburg SV";"VfB Stuttgart";"tolgay arslan";"NA";"NA";"NA";"NA";"NA";0.0;"NA";"NA";0.0;"NA";0.0
"A5S8QRbA/";"A5S8QRbA56";56.0;63.0;"Attempt missed. Blaise Matuidi (Paris Saint Germain) left footed shot from the left side of the box is close, but misses to the left. Assisted by JA©rA©my Menez.";1.0;"12";2.0;"Paris Saint-Germain";"AS Nancy Lorraine";"blaise matuidi";"jeremy menez";"NA";"NA";"8";"2";0.0;"9";"2";1.0;"1";0.0
"lGRJXipT/";"lGRJXipT15";15.0;15.0;"Attempt blocked. Daniel Caligiuri (SC Freiburg) header from the right side of the six yard box is blocked.";1.0;"NA";1.0;"SC Freiburg";"Borussia Dortmund";"daniel caligiuri";"NA";"NA";"NA";"2";"3";0.0;"12";"3";0.0;"1";0.0
"M3dYjFpi/";"M3dYjFpi89";89.0;69.0;"Sebastian Prodl (SV Werder Bremen) wins a free kick in the defensive half.";8.0;"NA";2.0;"Werder Bremen";"SpVgg Greuther Furth";"sebastian prodl";"NA";"NA";"NA";"NA";"NA";0.0;"2";"NA";0.0;"NA";0.0
"48L9Ksto/";"48L9Ksto20";20.0;24.0;"Attempt missed. Barkero (Levante) left footed shot from outside the box is just a bit too high from a direct free kick.";1.0;"NA";1.0;"Levante";"Granada";"barkero";"NA";"NA";"NA";"1";"2";0.0;"15";"2";0.0;"4";0.0
"fZVZQq3H/";"fZVZQq3H21";21.0;34.0;"Emre Belozoglu (AtlA©tico de Madrid) wins a free kick in the defensive half.";8.0;"NA";1.0;"Atletico Madrid";"Osasuna";"emre belozoglu";"NA";"NA";"NA";"NA";"NA";0.0;"2";"NA";0.0;"NA";0.0
"hKSSkB1P/";"hKSSkB1P67";67.0;66.0;"Corner,  Torino. Conceded by Cristian Zaccardo.";2.0;"NA";1.0;"Torino";"Parma";"cristian zaccardo";"cristian zaccardo";"NA";"NA";"NA";"NA";0.0;"NA";"NA";0.0;"NA";0.0
